Timestamp,course,ccm_website,social_media,community_event,family_friend_referral,current_student,alumni,hs_teacher,hs_counselor,app_advertisement,employer,billboard,tv,radio,mailer,other_ref,To what extent did the following impact your decision to attend County College of Morris? [Affordable cost],convenient_location,school_programs,online_offers,family_friend_impact,faculty_staff,reputation,financial_aid,scholarships,class_size,extra_curriculars,transfer_credits,negative_other_college_experience,nj_stars,credit_transferability,hs_college_credit,instant_decision_day,titans_tuesday,college_fair_regional,challenger_program,hs_info_session,individual_campus_visit,corporate_training,CCM_summer_camp,hs_computing_class,computing_competitions,summer_computing_club,dual_enrollment_computing,family_in_computing_field,employer_impact,work_xp_impact,current_degree,bachelors_prog,HS_transfer_credits,career_progress,career_change,pro_development,job_displacement,relocation,stay_updated,IT_industry_cert,financial_motivation,personal_motivation,info_from_counselor,info_from_teacher,ccm_it_website,info_from_admissions,info_from_advisor,info_from_employer,ccm_workforce_dev,nj_workforce_dev,info_from_misc,first_choice_major,interest_level,interest_in_computing,gender,race,Age 
2022/10/17 1:07:41 PM EST,CMP 131 Fundamentals of Programming (Python),No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,Yes,No,No,Yes,Yes,No,No,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,Computer Science,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Business,,,Man,Black,18 and younger
2022/10/17 1:07:50 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White,21-24
2022/10/17 1:08:40 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No,No,No,No,Yes,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Political Science ,,,,,,,,,,,,,,,,,,,,,,2.0,Does not really pertain to my major ,Man,Hispanic/Latino,19-20
2022/10/17 1:08:43 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Don't recall,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Engineering Science,,,,,,,,,,,,,,,,,,,,,,5.0,I am a computer engineering major so naturally I am interested in programming.,Man,Hispanic/Latino,21-24
2022/10/17 1:11:02 PM EST,CMP 130 Intro to IT,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,,Some Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,Yes,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Information Technology,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Business,,,Man,White,18 and younger
2022/10/17 1:11:17 PM EST,CMP 131 Fundamentals of Programming (Python),Don't recall,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,,,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,,,,High Impact,,No,Yes,Not Sure,No,Not Sure,No,No,No,High Impact,No Impact,No Impact,No Impact,Some Impact,,,Information Technology,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Don't recall,No,No,No,No,No,No,First Choice,,,Man,White,19-20
2022/10/17 1:12:01 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,Not Sure,Yes,No,No,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Information Technology,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Don't recall,Don't recall,No,No,No,No,No,No,No,First Choice,,,Man,White,18 and younger
2022/10/17 1:15:56 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,,,No Impact,High Impact,,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Information Technology,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,First Choice,,,Man,White,19-20
2022/10/17 1:16:06 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2022/10/17 2:06:57 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,Yes,No,No,,,,,,No Impact,No Impact,Business Admin,,,,,,,,,,,,,,,,,,,,,,5.0,I want to switch my major to computer science and pursue a degree/ career in comp sci,Man,White,25-34
2022/10/17 2:13:21 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,,,High Impact,Some Impact,,,,High Impact,,No,Not Sure,No,No,No,Yes,No,No,Some Impact,Some Impact,,,High Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Don't recall,Don't recall,No,No,No,No,LIberal Arts,,,Woman,White,19-20
2022/10/17 7:11:51 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,Yes,No,No,No,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Don't recall,Yes,Yes,No,No,No,No,First Choice,,,Man,Multi-Racial,19-20
2022/10/17 11:14:55 PM EST,CMP 128 Computer Science I,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Mechanical engineering tech,,,,,,,,,,,,,,,,,,,,,,4.0,Well help me in my field of engineering and using robotics.,Man,White,21-24
2022/10/18 6:21:58 AM EST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,,Some Impact,,,Some Impact,,,Some Impact,,,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,High Impact,,,,,,,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Don't recall,Don't recall,No,Don't recall,Don't recall,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2022/10/18 12:36:43 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White,19-20
2022/10/18 12:47:31 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Business,,,Man,White,21-24
2022/10/18 1:12:20 PM EST,CMP 130 Intro to IT,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,Yes,No,No,No,No,No,No,No Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Information Technology,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White,21-24
2022/10/18 1:12:35 PM EST,CMP 130 Intro to IT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,Yes,No,Yes,Yes,No,No,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Information Technology,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,First Choice,,,Man,Asian,18 and younger
2022/10/18 1:15:02 PM EST,CMP 130 Intro to IT,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,,,,,,,,,,,,High Impact,,High Impact,,No,No,No,No,Yes,Yes,No,No,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Science,,,Woman,Asian,19-20
2022/10/18 2:36:27 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,,,,High Impact,High Impact,No,No,No,Yes,No,Not Sure,No,No,,,,,,,,Computer Science,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,First Choice,,,Non-binary,White,19-20
2022/10/18 2:37:56 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,,,,,High Impact,,,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Engineering,,,Woman,Asian,21-24
2022/10/18 2:38:52 PM EST,CMP 130 Intro to IT,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Don't recall,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,,High Impact,Some Impact,High Impact,High Impact,High Impact,,,High Impact,,No,No,Not Sure,No,No,Yes,No,No,High Impact,,,,,No Impact,No Impact,Computer Science,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2022/10/18 2:40:21 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Don't recall,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,,No,Not Sure,Not Sure,No,No,No,No,No,Some Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Information Technology,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Don't recall,First Choice,,,Man,Asian,18 and younger
2022/10/18 2:41:14 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2022/10/18 2:41:21 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Don't recall,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,No,No,No,No,Don't recall,Don't recall,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,,,,High Impact,,No,No,No,No,Yes,No,No,No,Some Impact,,,,High Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,Yes,Don't recall,No,Don't recall,Don't recall,No,LIberal Arts,,,Woman,White,25-34
2022/10/18 2:42:33 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,Don't recall,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,,,,,,,,,,,,,High Impact,,No,No,No,No,No,No,No,No,,,,,,,,Computer Science,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Yes,No,No,No,No,First Choice,,,Man,No reply,19-20
2022/10/18 2:43:06 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Information Technology,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Engineering,,,Man,Hispanic/Latino,18 and younger
2022/10/18 2:44:09 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Non-binary,Asian,19-20
2022/10/18 2:44:21 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White,19-20
2022/10/18 2:45:38 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,No,Yes,Yes,No,Yes,Yes,Don't recall,No,Yes,Don't recall,Don't recall,Yes,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,,,,,,,,Information Technology,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Engineering,,,Man,Multi-Racial,35-64
2022/10/18 2:48:21 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,Yes,No,No,No,Yes,No,No,No,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Information Technology,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,LIberal Arts,,,Woman,Hispanic/Latino,19-20
2022/10/18 3:03:43 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2022/10/18 4:47:27 PM EST,CMP 128 Computer Science I,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No,No,No,No,Yes,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,MET,,,,,,,,,,,,,,,,,,,,,,3.0,I am interested in coding however it is not what I would like to do permanently and like to focus on other things.  ,Man,White,19-20
2022/10/18 5:10:37 PM EST,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Yes,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,High Impact,High Impact,,,,,High Impact,High Impact,No,No,No,No,No,No,No,No,,,,,,,,Business,,,,,,,,,,,,,,,,,,,,,,3.0,"It is not my major, just something I enjoy learning about",Man,Multi-Racial,25-34
2022/10/18 5:18:57 PM EST,CMP 130 Intro to IT,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Business,,,Man,White,18 and younger
2022/10/18 5:30:44 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Woman,Asian,21-24
2022/10/18 5:43:26 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White,21-24
2022/10/18 6:50:56 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White,18 and younger
2022/10/19 9:43:56 AM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Business Administration,,,,,,,,,,,,,,,,,,,,,,3.0,Following my Business Admin degree and took this course for fun and to satisfy my elective requirement.,Man,White,21-24
2022/10/19 12:05:07 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No Impact,No Impact,No Impact,No Impact,,,,,,,,No Impact,,,No Impact,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Finance,,,,,,,,,,,,,,,,,,,,,,4.0,I like the problem solving aspect when writing programs ,Man,No reply,19-20
2022/10/19 4:16:19 PM EST,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,High Impact,High Impact,,High Impact,,,,,,,,,,,,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,High Impact,,,,,,Computer Science,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Engineering,,,Woman,Hispanic/Latino,35-64
2022/10/19 4:29:30 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,High Impact,,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,High Impact,,No,No,No,No,No,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Don't recall,No,Yes,No,No,No,No,No,No,Science,,,Woman,Multi-Racial,19-20
2022/10/19 4:52:26 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Business Administration ,,,,,,,,,,,,,,,,,,,,,,4.0,I’m interested because I want to use some computing skills into my field of study. Also the bachelor I’m pursuing in business is related to coding ,Woman,Hispanic/Latino,19-20
2022/10/19 4:56:34 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,,,Some Impact,,No,No,No,No,No,No,No,No,,,,,,,,Information Technology,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Nursing,,,Woman,Hispanic/Latino,35-64
2022/10/19 6:03:54 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,,,,,,,Some Impact,Non Degree seeking,,,,,,,,,,,,,,,,,,,,,,4.0,To learn more of the capabilities of Python.,Man,White,65+
2022/10/19 6:44:08 PM EST,CMP 130 Intro to IT,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,First Choice,,,Man,Hispanic/Latino,35-64
2022/10/19 6:48:23 PM EST,CMP 130 Intro to IT,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Yes,No,No,No,No,Yes,No,No,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,First Choice,,,Man,Hispanic/Latino,35-64
